0	0.25
1	0.008333333333  
2	0.008333333333 
3	0.008333333333
4	0.03125   
5	0.008333333333
6	0.008333333333
7	0.03125   
8	0.008333333333 
9	0.008333333333
10	0.008333333333   
11	0.008333333333 
12	0.008333333333 
13	0.008333333333
14	0.03125   
15	0.008333333333
16	0.008333333333
17	0.03125   
18	0.008333333333 
19	0.008333333333
20	0.008333333333   
21	0.008333333333 
22	0.03125 
23	0.008333333333
24	0.008333333333   
25	0.03125 
26	0.008333333333 
27	0.03125
28	0.008333333333   
29	0.008333333333 
30	0.008333333333 
31	0.008333333333
32	0.008333333333   
33	0.03125 
34	0.008333333333 
35	0.008333333333
36	0.25   
37	0.008333333333 
38	0.008333333333 
39	0.008333333333
